claim_id,patient_id,provider_id,claim_date,specialty,diagnosis_code,procedure_code,medication_code,amount,status,injected_fraud_type,is_duplicate,is_abnormal_amount,is_specialty_mismatch,is_medication_error,rule_based_fraud,fraud_reasons,name,specialty_provider,location,years_experience,license_number,hospital_affiliation,phone,email,avg_claims_per_month,fraud_risk_score,is_high_risk
CLAIM01293,PAT00218,PROV0022,2025-10-29 15:20:12.348144,orthopedics,D009,P008,M007,7523.71,approved,none,False,False,False,False,False,None,Cheryl Williams,neurology,Indianapolis,1,LIC88504,Smith-Frost Medical Center,+1-635-661-5951,cheryl.williams@smith-frostmedicalcenterhospital.com,11,0.045,False
CLAIM01294,PAT00910,PROV0081,2025-07-24 15:20:12.348144,neurology,D014,P014,M013,2792.71,submitted,none,False,False,False,False,False,None,Thomas Velasquez,orthopedics,Seattle,30,LIC64496,Arias-Perry Medical Center,(485)236-1530x5152,thomas.velasquez@arias-perrymedicalcenterhospital.com,103,0.736,True
CLAIM01295,PAT00548,PROV0068,2025-11-20 15:20:12.348144,oncology,D006,P004,M006,8519.88,submitted,none,False,False,False,False,False,None,Denise Stanley,cardiology,San Jose,19,LIC37549,Lawson-Perry Medical Center,681.256.1497,denise.stanley@lawson-perrymedicalcenterhospital.com,47,0.243,False
CLAIM01296,PAT00211,PROV0068,2025-10-21 15:20:12.348144,oncology,D005,P004,M006,8659.47,submitted,none,False,False,False,False,False,None,Denise Stanley,cardiology,San Jose,19,LIC37549,Lawson-Perry Medical Center,681.256.1497,denise.stanley@lawson-perrymedicalcenterhospital.com,47,0.243,False
CLAIM01297,PAT00790,PROV0091,2025-07-20 15:20:12.348144,cardiology,D002,P003,M004,14177.65,rejected,none,False,False,False,False,False,None,Rita Ponce DVM,oncology,Charlotte,17,LIC58351,"Reed, Brown and Daniels Medical Center",722-958-3132x3705,"rita.ponce.dvm@reed,brownanddanielsmedicalcenterhospital.com",48,0.385,False
CLAIM01298,PAT01465,PROV0066,2025-07-11 15:20:12.348144,orthopedics,D008,P007,M007,1889.81,approved,none,False,False,False,False,False,None,Laura Aguirre,gastroenterology,Columbus,21,LIC62743,"Villegas, Cardenas and Austin Medical Center",+1-480-894-0244x5502,"laura.aguirre@villegas,cardenasandaustinmedicalcenterhospital.com",45,0.051,False
CLAIM01299,PAT01261,PROV0040,2025-09-06 15:20:12.348144,orthopedics,D007,P008,M007,8632.94,rejected,none,False,False,False,False,False,None,Jeremy Dalton,neurology,Philadelphia,4,LIC76562,Torres-Oliver Medical Center,+1-213-834-1232x812,jeremy.dalton@torres-olivermedicalcenterhospital.com,73,0.624,True
CLAIM01300,PAT00878,PROV0065,2025-10-26 15:20:12.348144,oncology,D005,P006,M006,20717.73,submitted,none,False,False,False,False,False,None,Shane Pugh,gastroenterology,Austin,21,LIC96951,Parrish-Griffith Medical Center,794-351-9832x7315,shane.pugh@parrish-griffithmedicalcenterhospital.com,29,0.203,False
CLAIM01301,PAT01408,PROV0074,2025-08-29 15:20:12.348144,cardiology,D003,P002,M005,5375.4,approved,none,False,False,False,False,False,None,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM01302,PAT01356,PROV0039,2025-09-15 15:20:12.348144,orthopedics,D008,P009,M007,47599.71,submitted,none,False,False,False,False,False,None,Vincent King,neurology,Los Angeles,21,LIC17492,Wilson-Jones Medical Center,519.802.2941x3186,vincent.king@wilson-jonesmedicalcenterhospital.com,111,0.776,True
CLAIM01303,PAT00301,PROV0082,2025-09-02 15:20:12.348144,orthopedics,D007,P008,M007,8354.15,approved,none,False,False,False,False,False,None,Ronald Horton,neurology,New York,25,LIC72518,Blake Group Medical Center,390.610.4328x986,ronald.horton@blakegroupmedicalcenterhospital.com,95,0.705,True
CLAIM01304,PAT00232,PROV0069,2025-11-07 15:20:12.348144,neurology,D014,P015,M013,7431.47,approved,none,False,False,False,False,False,None,William Brown,orthopedics,Charlotte,29,LIC67954,Turner and Sons Medical Center,001-724-345-1076x22683,william.brown@turnerandsonsmedicalcenterhospital.com,42,0.189,False
CLAIM01305,PAT00373,PROV0067,2025-09-19 15:20:12.348144,gastroenterology,D017,P017,M015,11817.2,rejected,none,False,False,False,False,False,None,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM01306,PAT01233,PROV0038,2025-11-22 15:20:12.348144,orthopedics,D008,P007,M007,1953.27,rejected,none,False,False,False,False,False,None,Eric Erickson,general_medicine,Phoenix,13,LIC48890,Hill Inc Medical Center,+1-942-971-0947,eric.erickson@hillincmedicalcenterhospital.com,13,0.232,False
CLAIM01307,PAT01094,PROV0067,2025-10-17 15:20:12.348144,gastroenterology,D018,P018,M016,4884.63,rejected,none,False,False,False,False,False,None,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM01308,PAT01080,PROV0038,2025-11-07 15:20:12.348144,orthopedics,D009,P009,M007,46827.84,submitted,none,False,False,False,False,False,None,Eric Erickson,general_medicine,Phoenix,13,LIC48890,Hill Inc Medical Center,+1-942-971-0947,eric.erickson@hillincmedicalcenterhospital.com,13,0.232,False
CLAIM01309,PAT00417,PROV0007,2025-06-17 15:20:12.348144,oncology,D005,P006,M006,73973.9,submitted,abnormal_amount,False,True,False,False,True,Abnormal Amount,Jeffrey Chavez,neurology,Houston,25,LIC20328,"Liu, Baker and Mason Medical Center",(481)248-9325,"jeffrey.chavez@liu,bakerandmasonmedicalcenterhospital.com",50,0.247,False
CLAIM01310,PAT00286,PROV0032,2025-08-27 15:20:12.348144,orthopedics,D008,P007,M008,6551.21,submitted,abnormal_amount,False,False,False,False,False,None,Alexander Collins,general_medicine,Los Angeles,7,LIC17944,"Odonnell, Brooks and David Medical Center",219.731.4919,"alexander.collins@odonnell,brooksanddavidmedicalcenterhospital.com",31,0.32,False
CLAIM01311,PAT01425,PROV0078,2025-12-10 15:20:12.348144,general_medicine,D010,P011,M010,1039.22,approved,none,False,False,False,False,False,None,Edward French,orthopedics,Indianapolis,32,LIC92149,"Wise, Conley and Stephenson Medical Center",4599296222,"edward.french@wise,conleyandstephensonmedicalcenterhospital.com",38,0.031,False
CLAIM01312,PAT01437,PROV0090,2025-07-10 15:20:12.348144,cardiology,D003,P003,M002,14930.48,rejected,none,False,False,False,False,False,None,Kathryn Hughes,oncology,New York,10,LIC41266,"Wilson, Hampton and Padilla Medical Center",494.973.1217,"kathryn.hughes@wilson,hamptonandpadillamedicalcenterhospital.com",17,0.226,False
CLAIM01313,PAT00062,PROV0027,2025-07-20 15:20:12.348144,neurology,D014,P013,M013,4745.05,submitted,none,False,False,False,False,False,None,Micheal Young,neurology,Charlotte,8,LIC42493,Flores-Fernandez Medical Center,(723)962-3166,micheal.young@flores-fernandezmedicalcenterhospital.com,31,0.008,False
CLAIM01314,PAT00853,PROV0003,2025-07-21 15:20:12.348144,general_medicine,D010,P011,M010,1049.62,rejected,none,False,False,False,False,False,None,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM01315,PAT00476,PROV0043,2025-10-27 15:20:12.348144,oncology,D006,P006,M006,21652.92,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Darryl Craig,orthopedics,San Antonio,21,LIC41285,"Matthews, Smith and Hubbard Medical Center",390-927-8742x967,"darryl.craig@matthews,smithandhubbardmedicalcenterhospital.com",18,0.269,False
CLAIM01316,PAT00320,PROV0094,2025-06-28 15:20:12.348144,cardiology,D003,P001,M002,3001.98,submitted,none,False,False,False,False,False,None,Tyler Hill,oncology,Houston,20,LIC99687,"Turner, Ferguson and Shaw Medical Center",(299)222-9959,"tyler.hill@turner,fergusonandshawmedicalcenterhospital.com",17,0.318,False
CLAIM01317,PAT00868,PROV0072,2025-12-04 15:20:12.348144,neurology,D014,P015,M013,8670.64,rejected,none,False,False,False,False,False,None,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM01318,PAT00466,PROV0040,2025-09-29 15:20:12.348144,orthopedics,D007,P008,M007,8034.4,submitted,none,False,False,False,False,False,None,Jeremy Dalton,neurology,Philadelphia,4,LIC76562,Torres-Oliver Medical Center,+1-213-834-1232x812,jeremy.dalton@torres-olivermedicalcenterhospital.com,73,0.624,True
CLAIM01319,PAT00821,PROV0028,2025-11-18 15:20:12.348144,oncology,D004,P004,M006,7493.91,rejected,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM01320,PAT01240,PROV0072,2025-07-02 15:20:12.348144,neurology,D015,P014,M014,2887.91,rejected,none,False,False,False,False,False,None,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM01321,PAT00780,PROV0005,2025-07-25 15:20:12.348144,oncology,D004,P012,M006,23473.65,submitted,mismatch_specialty_procedure,True,False,True,False,True,Duplicate Billing; Specialty-Procedure Mismatch,Jennifer Jones,orthopedics,Dallas,10,LIC38221,"Walter, Edwards and Rios Medical Center",(772)542-3884x9696,"jennifer.jones@walter,edwardsandriosmedicalcenterhospital.com",31,0.041,False
CLAIM01322,PAT00688,PROV0028,2025-06-20 15:20:12.348144,oncology,D004,P005,M006,25207.84,submitted,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM01323,PAT00023,PROV0094,2025-08-31 15:20:12.348144,cardiology,D001,P003,M001,15415.17,submitted,none,False,False,False,False,False,None,Tyler Hill,oncology,Houston,20,LIC99687,"Turner, Ferguson and Shaw Medical Center",(299)222-9959,"tyler.hill@turner,fergusonandshawmedicalcenterhospital.com",17,0.318,False
CLAIM01324,PAT00175,PROV0030,2025-11-05 15:20:12.348144,oncology,D006,P010,M006,7273.09,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,David Murphy,oncology,Seattle,9,LIC84847,Murphy-Juarez Medical Center,(246)541-7080x5310,david.murphy@murphy-juarezmedicalcenterhospital.com,25,0.314,False
CLAIM01325,PAT00731,PROV0034,2025-08-24 15:20:12.348144,orthopedics,D008,P009,M007,43330.25,approved,none,False,False,False,False,False,None,Nicholas Adams,orthopedics,Charlotte,16,LIC19880,Rivas Inc Medical Center,973-579-9650x752,nicholas.adams@rivasincmedicalcenterhospital.com,45,0.039,False
CLAIM01326,PAT00266,PROV0031,2025-12-09 15:20:12.348144,general_medicine,D012,P010,M011,490.73,rejected,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM01327,PAT01029,PROV0050,2025-07-21 15:20:12.348144,cardiology,D001,P003,M002,14930.86,submitted,none,False,False,False,False,False,None,Jennifer Miller,neurology,San Francisco,17,LIC16658,Phelps-Villarreal Medical Center,(357)980-9134x3161,jennifer.miller@phelps-villarrealmedicalcenterhospital.com,104,0.89,True
CLAIM01328,PAT00311,PROV0092,2025-12-04 15:20:12.348144,gastroenterology,D017,P016,M015,8724.51,submitted,none,False,False,False,False,False,None,Kristen Salazar,gastroenterology,Houston,11,LIC50768,Jones Group Medical Center,001-778-466-9125x177,kristen.salazar@jonesgroupmedicalcenterhospital.com,11,0.372,False
CLAIM01329,PAT01396,PROV0041,2025-11-27 15:20:12.348144,oncology,D004,P006,M006,21973.67,rejected,none,False,False,False,False,False,None,Kirk Carter,cardiology,San Diego,26,LIC25713,Roberts LLC Medical Center,001-671-434-9361x832,kirk.carter@robertsllcmedicalcenterhospital.com,46,0.098,False
CLAIM01330,PAT01493,PROV0057,2025-11-15 15:20:12.348144,gastroenterology,D018,P018,M016,4947.48,submitted,none,False,False,False,False,False,None,Andrew Johnson,cardiology,Philadelphia,22,LIC63964,Wilson-Young Medical Center,+1-826-375-8692,andrew.johnson@wilson-youngmedicalcenterhospital.com,25,0.107,False
CLAIM01331,PAT00738,PROV0050,2025-11-19 15:20:12.348144,cardiology,D002,P001,M004,2843.47,rejected,none,False,False,False,False,False,None,Jennifer Miller,neurology,San Francisco,17,LIC16658,Phelps-Villarreal Medical Center,(357)980-9134x3161,jennifer.miller@phelps-villarrealmedicalcenterhospital.com,104,0.89,True
CLAIM01332,PAT00313,PROV0074,2025-11-05 15:20:12.348144,cardiology,D003,P002,M002,5304.73,submitted,none,False,False,False,False,False,None,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM01333,PAT00634,PROV0030,2025-10-31 15:20:12.348144,oncology,D004,P005,M006,24774.04,submitted,none,False,False,False,False,False,None,David Murphy,oncology,Seattle,9,LIC84847,Murphy-Juarez Medical Center,(246)541-7080x5310,david.murphy@murphy-juarezmedicalcenterhospital.com,25,0.314,False
CLAIM01334,PAT00331,PROV0018,2025-06-30 15:20:12.348144,orthopedics,D008,P009,M008,43680.32,submitted,none,False,False,False,False,False,None,Kristen Patterson,neurology,Charlotte,34,LIC42953,Rodriguez Ltd Medical Center,(280)659-8262,kristen.patterson@rodriguezltdmedicalcenterhospital.com,10,0.272,False
CLAIM01335,PAT00944,PROV0005,2025-08-18 15:20:12.348144,oncology,D005,P005,M006,25751.46,submitted,none,False,False,False,False,False,None,Jennifer Jones,orthopedics,Dallas,10,LIC38221,"Walter, Edwards and Rios Medical Center",(772)542-3884x9696,"jennifer.jones@walter,edwardsandriosmedicalcenterhospital.com",31,0.041,False
CLAIM01336,PAT01165,PROV0066,2025-10-15 15:20:12.348144,orthopedics,D007,P008,M007,7841.5,rejected,none,False,False,False,False,False,None,Laura Aguirre,gastroenterology,Columbus,21,LIC62743,"Villegas, Cardenas and Austin Medical Center",+1-480-894-0244x5502,"laura.aguirre@villegas,cardenasandaustinmedicalcenterhospital.com",45,0.051,False
CLAIM01337,PAT00265,PROV0053,2025-10-03 15:20:12.348144,neurology,D014,P015,M013,7797.89,rejected,none,False,False,False,False,False,None,Kenneth Andrews,gastroenterology,Phoenix,35,LIC14722,"Phillips, Spence and Barrett Medical Center",609-409-7439x533,"kenneth.andrews@phillips,spenceandbarrettmedicalcenterhospital.com",47,0.221,False
CLAIM01338,PAT00922,PROV0024,2025-08-19 15:20:12.348144,gastroenterology,D018,P016,M016,8385.67,submitted,none,False,False,False,False,False,None,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM01339,PAT01149,PROV0001,2025-06-15 15:20:12.348144,gastroenterology,D016,P016,M015,7801.31,rejected,none,False,False,False,False,False,None,Allison Hill,gastroenterology,Houston,2,LIC46048,Taylor Inc Medical Center,+1-581-896-0013x38908,allison.hill@taylorincmedicalcenterhospital.com,18,0.295,False
CLAIM01340,PAT00150,PROV0008,2025-08-09 15:20:12.348144,oncology,D005,P005,M006,24244.69,approved,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM01341,PAT00953,PROV0061,2025-07-10 15:20:12.348144,oncology,D004,P004,M006,8667.94,approved,none,False,False,False,False,False,None,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM01342,PAT00409,PROV0050,2025-09-23 15:20:12.348144,cardiology,D002,P001,M004,2905.45,rejected,none,False,False,False,False,False,None,Jennifer Miller,neurology,San Francisco,17,LIC16658,Phelps-Villarreal Medical Center,(357)980-9134x3161,jennifer.miller@phelps-villarrealmedicalcenterhospital.com,104,0.89,True
CLAIM01343,PAT01439,PROV0047,2025-10-12 15:20:12.348144,general_medicine,D010,P011,M010,907.66,submitted,none,False,False,False,False,False,None,Kyle Francis,neurology,Indianapolis,1,LIC97538,Shields LLC Medical Center,001-965-784-0449x97278,kyle.francis@shieldsllcmedicalcenterhospital.com,29,0.373,False
CLAIM01344,PAT00299,PROV0045,2025-11-23 15:20:12.348144,neurology,D013,P014,M012,13851.2,approved,abnormal_amount,False,False,False,False,False,None,Cody Cox,cardiology,Chicago,35,LIC37938,Garrett-Wolf Medical Center,548.424.7710,cody.cox@garrett-wolfmedicalcenterhospital.com,18,0.373,False
CLAIM01345,PAT00881,PROV0002,2025-10-12 15:20:12.348144,oncology,D004,P004,M006,8588.83,rejected,none,False,False,False,False,False,None,Kevin Pacheco,gastroenterology,Seattle,6,LIC87397,Blake and Sons Medical Center,001-765-642-3511x615,kevin.pacheco@blakeandsonsmedicalcenterhospital.com,11,0.037,False
CLAIM01346,PAT00517,PROV0014,2025-11-22 15:20:12.348144,cardiology,D001,P014,M001,2741.56,approved,mismatch_specialty_procedure,True,False,True,False,True,Duplicate Billing; Specialty-Procedure Mismatch,Kevin Shaw,orthopedics,San Antonio,32,LIC61856,"Moore, Yu and Miller Medical Center",(219)313-6193,"kevin.shaw@moore,yuandmillermedicalcenterhospital.com",39,0.057,False
CLAIM01347,PAT01075,PROV0006,2025-08-06 15:20:12.348144,general_medicine,D012,P011,M011,1066.11,submitted,none,False,False,False,False,False,None,Brenda Snyder PhD,general_medicine,Houston,23,LIC55082,Hernandez and Sons Medical Center,+1-669-716-6978x48018,brenda.snyder.phd@hernandezandsonsmedicalcenterhospital.com,12,0.292,False
CLAIM01348,PAT00878,PROV0030,2025-09-08 15:20:12.348144,oncology,D005,P004,M006,7758.84,approved,none,False,False,False,False,False,None,David Murphy,oncology,Seattle,9,LIC84847,Murphy-Juarez Medical Center,(246)541-7080x5310,david.murphy@murphy-juarezmedicalcenterhospital.com,25,0.314,False
CLAIM01349,PAT01097,PROV0020,2025-12-06 15:20:12.348144,general_medicine,D010,P012,M010,1941.88,rejected,none,False,False,False,False,False,None,Sharon Cochran,general_medicine,New York,17,LIC75612,Moore-Haynes Medical Center,(707)633-7543x3036,sharon.cochran@moore-haynesmedicalcenterhospital.com,42,0.365,False
CLAIM01350,PAT00021,PROV0011,2025-11-03 15:20:12.348144,gastroenterology,D018,P016,M016,8356.36,rejected,none,False,False,False,False,False,None,Rhonda Lee,oncology,Seattle,16,LIC31417,Hopkins LLC Medical Center,(467)801-0651x33387,rhonda.lee@hopkinsllcmedicalcenterhospital.com,27,0.396,False
CLAIM01351,PAT00664,PROV0015,2025-11-30 15:20:12.348144,cardiology,D003,P003,M005,13542.56,approved,none,False,False,False,False,False,None,Kevin Mills,oncology,San Diego,35,LIC44438,Harris-Moran Medical Center,946.324.7510,kevin.mills@harris-moranmedicalcenterhospital.com,37,0.359,False
CLAIM01352,PAT00636,PROV0047,2025-10-09 15:20:12.348144,general_medicine,D011,P012,M010,1968.81,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Kyle Francis,neurology,Indianapolis,1,LIC97538,Shields LLC Medical Center,001-965-784-0449x97278,kyle.francis@shieldsllcmedicalcenterhospital.com,29,0.373,False
CLAIM01353,PAT00258,PROV0003,2025-11-22 15:20:12.348144,general_medicine,D011,P012,M010,1814.59,rejected,none,False,False,False,False,False,None,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM01354,PAT00861,PROV0080,2025-12-08 15:20:12.348144,neurology,D015,P013,M014,4716.14,submitted,none,False,False,False,False,False,None,Ruth Solis,oncology,San Diego,25,LIC30028,Salas Inc Medical Center,+1-475-881-8141x2478,ruth.solis@salasincmedicalcenterhospital.com,14,0.166,False
CLAIM01355,PAT01392,PROV0019,2025-11-07 15:20:12.348144,gastroenterology,D016,P017,M015,10838.86,approved,none,False,False,False,False,False,None,Timothy Stanton,cardiology,Seattle,18,LIC94012,Nolan and Sons Medical Center,+1-731-858-6923x22602,timothy.stanton@nolanandsonsmedicalcenterhospital.com,28,0.174,False
CLAIM01356,PAT00256,PROV0004,2025-12-09 15:20:12.348144,oncology,D005,P006,M006,19656.21,approved,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM01357,PAT01111,PROV0004,2025-09-30 15:20:12.348144,oncology,D006,P005,M006,27131.74,approved,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM01358,PAT00363,PROV0100,2025-11-01 15:20:12.348144,general_medicine,D012,P010,M011,488.16,rejected,none,False,False,False,False,False,None,Chad Cook,gastroenterology,Fort Worth,22,LIC13761,Stone-Hernandez Medical Center,925.695.2694x95888,chad.cook@stone-hernandezmedicalcenterhospital.com,30,0.073,False
CLAIM01359,PAT00896,PROV0035,2025-11-22 15:20:12.348144,oncology,D005,P003,M006,21981.45,submitted,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM01360,PAT00843,PROV0024,2025-07-09 15:20:12.348144,gastroenterology,D017,P018,M015,5133.53,rejected,none,False,False,False,False,False,None,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM01361,PAT00067,PROV0044,2025-11-30 15:20:12.348144,oncology,D005,P005,M006,23614.4,approved,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
CLAIM01362,PAT00235,PROV0031,2025-08-02 15:20:12.348144,general_medicine,D011,P010,M010,546.76,approved,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM01363,PAT01321,PROV0098,2025-12-10 15:20:12.348144,cardiology,D003,P002,M002,5439.62,submitted,none,False,False,False,False,False,None,Harry Williams,orthopedics,Boston,35,LIC73372,Harper-Cameron Medical Center,+1-274-580-1624x56506,harry.williams@harper-cameronmedicalcenterhospital.com,47,0.107,False
CLAIM01364,PAT00549,PROV0015,2025-11-28 15:20:12.348144,cardiology,D002,P002,M004,5173.3,submitted,none,False,False,False,False,False,None,Kevin Mills,oncology,San Diego,35,LIC44438,Harris-Moran Medical Center,946.324.7510,kevin.mills@harris-moranmedicalcenterhospital.com,37,0.359,False
CLAIM01365,PAT00850,PROV0098,2025-06-21 15:20:12.348144,cardiology,D001,P001,M001,3174.31,rejected,none,False,False,False,False,False,None,Harry Williams,orthopedics,Boston,35,LIC73372,Harper-Cameron Medical Center,+1-274-580-1624x56506,harry.williams@harper-cameronmedicalcenterhospital.com,47,0.107,False
CLAIM01366,PAT01229,PROV0060,2025-09-02 15:20:12.348144,general_medicine,D011,P010,M010,474.18,approved,none,False,False,False,False,False,None,Rachel Carlson,orthopedics,Chicago,18,LIC56025,Garrison-Thomas Medical Center,(584)721-0205,rachel.carlson@garrison-thomasmedicalcenterhospital.com,35,0.272,False
CLAIM01367,PAT01320,PROV0021,2025-09-21 15:20:12.348144,orthopedics,D007,P009,M007,41659.83,rejected,none,False,False,False,False,False,None,Tracy Ramirez,gastroenterology,San Jose,33,LIC89818,"Hicks, Frazier and Anthony Medical Center",301-842-9401x96556,"tracy.ramirez@hicks,frazierandanthonymedicalcenterhospital.com",33,0.305,False
CLAIM01368,PAT01492,PROV0060,2025-07-27 15:20:12.348144,general_medicine,D011,P011,M010,987.48,submitted,none,False,False,False,False,False,None,Rachel Carlson,orthopedics,Chicago,18,LIC56025,Garrison-Thomas Medical Center,(584)721-0205,rachel.carlson@garrison-thomasmedicalcenterhospital.com,35,0.272,False
CLAIM01369,PAT00259,PROV0066,2025-10-20 15:20:12.348144,orthopedics,D007,P009,M007,48087.28,rejected,none,False,False,False,False,False,None,Laura Aguirre,gastroenterology,Columbus,21,LIC62743,"Villegas, Cardenas and Austin Medical Center",+1-480-894-0244x5502,"laura.aguirre@villegas,cardenasandaustinmedicalcenterhospital.com",45,0.051,False
CLAIM01370,PAT00252,PROV0063,2025-06-23 15:20:12.348144,oncology,D004,P006,M006,20610.56,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Kerry Chavez DDS,neurology,Houston,25,LIC85574,Mcguire Inc Medical Center,+1-883-767-3657x6615,kerry.chavez.dds@mcguireincmedicalcenterhospital.com,12,0.284,False
CLAIM01371,PAT00314,PROV0008,2025-06-20 15:20:12.348144,oncology,D006,P006,M006,20287.18,submitted,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM01372,PAT00268,PROV0078,2025-10-07 15:20:12.348144,general_medicine,D012,P012,M011,1874.62,rejected,none,False,False,False,False,False,None,Edward French,orthopedics,Indianapolis,32,LIC92149,"Wise, Conley and Stephenson Medical Center",4599296222,"edward.french@wise,conleyandstephensonmedicalcenterhospital.com",38,0.031,False
CLAIM01373,PAT00609,PROV0036,2025-08-01 15:20:12.348144,gastroenterology,D018,P016,M016,25327.41,rejected,abnormal_amount,False,False,False,False,False,None,Daniel Holt,general_medicine,San Francisco,14,LIC62565,Beck-Wood Medical Center,+1-685-668-5574,daniel.holt@beck-woodmedicalcenterhospital.com,20,0.152,False
CLAIM01374,PAT00295,PROV0069,2025-11-20 15:20:12.348144,neurology,D013,P015,M006,7377.49,rejected,wrong_medication,False,False,False,True,True,Medication Error,William Brown,orthopedics,Charlotte,29,LIC67954,Turner and Sons Medical Center,001-724-345-1076x22683,william.brown@turnerandsonsmedicalcenterhospital.com,42,0.189,False
CLAIM01375,PAT00537,PROV0081,2025-07-29 15:20:12.348144,neurology,D013,P013,M012,5344.62,submitted,none,False,False,False,False,False,None,Thomas Velasquez,orthopedics,Seattle,30,LIC64496,Arias-Perry Medical Center,(485)236-1530x5152,thomas.velasquez@arias-perrymedicalcenterhospital.com,103,0.736,True
